pc 1,pc 2,pc 3,pc 4,pc 5,pc 6,pc 7,pc 8,pc 9,pc 10,pc 11,pc 12,pc 13,pc 14,pc 15,pc 16,pc 17,pc 18,pc 19,pc 20
0.4544186875798345,-0.19281607110493865,1.863811679877692,1.2086640485163485,-3.7087978455101256,0.8900224762628014,1.4256072906221202,-1.15594211829765,2.6232193823700527,0.4345767783208538,-0.4748389390466853,0.2354362318945451,-0.3056626761479819,-2.139190331925947,-0.4780860184457075,0.5829124271095875,0.23154236233654565,-0.8316940782395876,-0.2371358222296863,0.4004449729766357
-3.636316706732441,0.5399296827905974,1.5350104647705425,-0.09261231069284873,-0.5410248357064595,-0.5467340744648636,1.1568694892656797,0.9835602795469292,1.6133414374693704,0.05623054564227711,-0.9229374685605504,-0.3507573826622596,-0.4412520976689307,-0.12286077567609728,-1.2886532861356568,1.0098267112125077,0.6853415729784521,0.5604031932260212,-0.4687621752395429,-0.5615688973171374
1.9872976625352488,-0.02494251333213642,-1.7833937331560241,-0.9058014737350376,1.7787997152630262,0.13043346670304762,-0.050916756504478564,0.9209374569840344,1.7333612587295977,-0.3189896691102592,1.0003496190850991,-0.7177364465421155,-0.34844609716921143,-0.2861265331854388,0.8784421047866452,0.2018734598132137,-1.4279366677505263,-0.9970214592096094,-0.41266105494692856,1.2279964544655566
1.6650418077774776,4.4989599242352325,2.2743717734949667,0.09338517897830848,-0.8246437661155384,-1.256869879316025,-0.6989973795076097,-0.6125344134564201,-1.4506563664327925,0.7055862495759352,-1.5635129368795302,-1.033479723668885,-0.2290920834242928,0.1977806339326216,1.243243338159755,-0.1257607166773587,0.1646857475049248,-1.4168725937333009,-0.8993621358301586,0.5185808167907497
0.230036406984794,-1.6785516082134586,-1.6875144097054848,-0.05854035928088925,-0.28021337233424354,-0.4001602775526331,-0.3974422916116168,0.32653248591868506,-0.11455114547293074,-0.8246531180349719,-1.2197877251745652,0.35328365547837703,-1.0344460738725123,1.6544687527019268,0.36259824245732,-0.6146307801826892,-1.0178232687841589,-1.1766009340541397,1.5750222024069114,0.6114954452622864
1.326621696043438,4.5692752528795975,1.9759770147345983,0.27990337562560313,-0.6076387379795649,-1.5260941959909695,-1.095784109200029,-0.6748670905766052,-1.557054924251018,0.5577369545035955,-0.9281281494623406,-0.8548881506682845,-0.2416608726705137,-0.056991610741419924,1.6272594510468068,0.013983649830611549,0.2710092527166094,-1.0758095713663929,-0.234760160453658,1.4606170068797133
-2.598296625746485,0.8148337186317665,2.509516753377607,1.1799782586150074,2.5057247578664668,-0.3737507155789983,0.37841104041193374,-0.41125355261137003,-1.3667785094564453,1.4813523260679982,-1.5868334235322097,-0.4157026168142631,-0.4340106922080904,-0.2869742406854182,0.28367058624805896,0.2056690398946868,0.6465062599386792,0.7444474662086781,0.6022140489023011,-0.001652200205576746
-3.286766028891935,2.2675976939960045,0.07934358551456576,-1.026420193189558,1.4659116479241832,1.4779223796241991,-0.7194808547248034,0.9410675029689948,1.6214592843111062,-1.3633224737224767,0.017221123694222622,-1.198734213664954,0.4261399479557884,0.6273336816729277,0.3093829413606118,-0.914566783647758,0.12247012428707267,0.8288339143444925,-0.5058338531981355,0.9020776458807912
-1.9425398327197547,-1.4772559145456088,3.1115969038905846,-1.6731912440539831,1.0979119508602029,0.3800758913752035,0.9343850464860256,0.6004233460261305,-0.03908254190946105,-1.5441960576110412,0.384705617930604,-0.9511664467158206,0.618739117845209,1.555924209764132,-0.9227971439728472,-0.5427912445339141,0.09986673903803574,1.5638234292141748,-0.21887003951270784,-0.4255625131274683
-4.918932502284145,0.4658663844659369,3.1789478249201073,1.4139841968817173,1.2987542992104166,-0.11160771624933356,-0.2127725142330628,0.3688164096607065,0.5328170997045453,-0.0899670792336437,-0.9930235354728584,-0.8087193263223329,-1.054602524560193,-1.4954268926158372,-0.6087878527628979,-0.30140704064582496,-0.34436945790573203,0.8367109246319927,0.4792269208536256,-0.6951497582833533
